營業日期,商品編號,pc_name,會員編號,交易金額
20140711,0202100240,柔素纖美-500`s/罐,600500004689,0
20140712,0107010016,-Colchicine秋水仙鹼(信東) 單顆,2000001537,0
20140706,0102100001,治偏頭痛錠10’S/排*10排*5包,600500005241,100
20140713,0200190164,亞培安素香草237ml/24B(整購1320,6005001145,2640
20140714,0101050022,若元整腸錠350'S※/瓶/10B,600500005255,1200
20140704,0200000138,美滿寶貝新生代嬰兒配方(藍)900g,600300003495,-1140
20140703,0302020123,金貝貝棉柔透氣紙尿褲M52+4/4B,6003002314,223
20140714,0109100088,撒隆巴斯-愛大10片/20B,1050005953,100
20140704,0109120010,曼秀雷敦軟膏12g,600300003495,45
20140716,0109100029,德山酸痛藥布6入/400B/5T,1040001146,0
20140716,0109100029,德山酸痛藥布6入/400B/5T,1040001146,450
20140714,0200190081,桂格完膳營養素(香草)/24B,600500004257,60
20140715,0103020038,普拿疼伏冒熱飲散劑(檸檬)5g/5 /,1050004149,125
20140706,0100050012,-Prednisolone 5㎎/普利朗錠 /10,600500005243,0
20140707,0200020241,桂格MUST幼兒多力新一代成長奶 /,1030007449,849
20140714,0100050012,-Prednisolone 5㎎/普利朗錠 /10,1050012977,0
20140714,0104110005,旅樂防暈碇6粒/100+10B,1050012977,100
20140707,0206030000,保力達B 600㏄/12B,600500004257,60
20140714,0200180279,力強新健固素900g/12B,600500005257,580
20140703,0200000139,S-26金愛兒樂先進配方900g/6B,600300003138,769
20140707,0406010052,培寶嬰兒沐浴乳-綠茶300ml,1030007449,175
20140706,0106060001,利敏黴素10粒/排/100B/10T,1050013623,200
20140706,0109120010,曼秀雷敦軟膏12g,600500004257,50
20140708,0103020085,普拿疼伏冒熱飲加強配方(金秸檸,600500004257,125
20140708,0200180279,力強新健固素900g/12B,1040001292,0
20140708,0200180279,力強新健固素900g/12B,1040001292,2880
20140713,0200000123,雪印強小子new1號嬰兒奶粉/900g/,600500004954,-7560
20140714,0200000123,雪印強小子new1號嬰兒奶粉/900g/,600500004257,630
20140715,0109100117,【P】鈺林勁涼一條根精油貼布12*,600500004189,0
20140705,0100050012,-Prednisolone 5㎎/普利朗錠 /10,2000001537,0
20140715,0109100070,治痛活血膏10入/包/2250B,1050012977,800
20140713,0304180006,-信東食鹽水小20㏄/60支,2000001537,-480
20140703,0109110073,金?一條根推拿珠-熱感30公克/瓶,6003002487,100
20140715,0306050178,匠心醫用級三層醫用口罩5入/包(,0000013450,60
20140713,0200190082,桂格完膳營養素液(糖尿病)/24B,0000013311,3360
20140713,0100040259,-Tonipin(Solaxin)250mg/痛彌平,2000001537,0
20140703,0306000047,歐樂B兒童牙刷2-4歲(米奇),4000016022,49
20140708,0200020203,雪印強小子new3號成長奶粉/900g/,1050011528,0
20140708,0200020203,雪印強小子new3號成長奶粉/900g/,1050011528,14160
20140706,0200180276,力強新完美女性精華配方900g/12,600500005194,580
20140713,0200000139,S-26金愛兒樂先進配方900g/6B,600500005236,769
20140706,0200190081,桂格完膳營養素(香草)/24B,1030011068,1980
20140711,0100110027,-Pilian(Periactin)4mg/佩你安錠,6005000622,0
20140708,0101000189,永信胃必朗錠/10顆/排*10排2B,1050000429,300
20140708,0101000189,永信胃必朗錠/10顆/排*10排2B,1050000429,300
20140708,0109110073,金?一條根推拿珠-熱感30公克/瓶,1050000429,200
20140708,0109110072,金?一條根推拿珠-涼感30公克/瓶,1050000429,100
20140706,0100050012,-Prednisolone 5㎎/普利朗錠 /10,2000001537,0
20140713,0100050012,-Prednisolone 5㎎/普利朗錠 /10,1050001882,0
20140708,0100050012,-Prednisolone 5㎎/普利朗錠 /10,600500005245,0
20140706,0100040118,-Ibuprofen 400mg/伊普膜衣錠/1,0000005925,0
20140706,0100040118,-Ibuprofen 400mg/伊普膜衣錠/1,1040001205,0
20140706,0200180279,力強新健固素900g/12B,6005001040,480
20140706,0100040118,-Ibuprofen 400mg/伊普膜衣錠/1,2000001537,0
20140713,0200180279,力強新健固素900g/12B,6001000647,480
20140705,0100040115,-Indomen(Inteban) 25㎎/克炎膠,2000001537,0
20140706,0104090002,喜力昂(sildenafil 100mg 諾華),6005001040,300
20140706,0303000013,龍角散18g,1030008502,232
20140706,0200020242,能恩3號優質幼兒成長奶粉800g/6B,600900004904,1198
20140708,0306041095,無瓊花葡萄味牙膏 80g,1050002795,119
20140706,0200180229,金力強初乳強健配方1700g,1050014619,680
20140713,0200190009,安素液涵纖237ml/24B(箱購1392,6001000647,58
20140713,0100040118,-Ibuprofen 400mg/伊普膜衣錠/1,1050001882,0
20140703,0200020241,桂格MUST幼兒多力新一代成長奶 /,1040015012,849
20140713,0109030016,滿汝意乳膏20g/60B,1050000760,200
20140708,0202020088,寶爾潔白顆粒單包(30入盒售700,2010000876,700
20140711,0200010142,亞培心美力較大嬰兒奶粉2號900g,1050012977,1850
20140708,0405010053,佳思美清體香(止汗制臭噴劑)45cc,1050002795,500
20140703,0307050048,別蚊我驅蚊水感乳(嬰幼)100ml★/,1040015012,263
20140704,0105050024,悅己(Yasmin)21`s/120B,6003000638,500
20140710,0200090107,比兒凱茲A+植物性成長奶粉900g/1,6003001812,530
20140711,0600000192,截角禮,600300003352,0
20140713,0300030569,培寶玻璃奶瓶(寬口葫蘆L200)1+1,1050000304,149
20140708,0105050024,悅己(Yasmin)21`s/120B,1030002256,1000
20140703,0105050028,悅姿28`S(YAZ)/100B,600300003625,650
20140706,0107010016,-Colchicine秋水仙鹼(信東) 單顆,1050014405,0
20140712,0109000071,易得寧乳膏35g/100B,600500004609,300
20140706,0109000071,易得寧乳膏35g/100B,6005000832,300
20140713,0104020066,痛克寧Ibuprofen 600mg/10,600500004851,100
20140703,0202100219,-清體酵素-體內環保元素包 15g(,600300003626,0
20140706,0104010025,普拿疼加強錠10`S/40B,1050016366,126
20140705,0109000057,潔黴10ml/24B,600510000100,1800
20140711,0100060038,-Amoxicillin500㎎/安莫西林膠囊,1050015864,0
20140704,0302100016,優護體夜用型16片/30B,2020003435,280
20140704,0202100214,清體酵素-體內環保元素(鳳梨)(包,2020003435,66
20140711,0100010006,-Epilon 胃必朗錠/1000`S(永信),1020001989,100
20140713,0104010025,普拿疼加強錠10`S/40B,1050000612,116
20140704,0100060038,-Amoxicillin500㎎/安莫西林膠囊,600500005210,0
20140706,0100060038,-Amoxicillin500㎎/安莫西林膠囊,1040001205,0
20140705,0305240027,竹炭提花護踝L★,6003001745,380
20140710,0104090002,喜力昂(sildenafil 100mg 諾華),60030024026,300
20140704,0206030000,保力達B 600㏄/12B,1020016135,60
20140709,0100050012,-Prednisolone 5㎎/普利朗錠 /10,600500004257,0
20140704,0200020262,美滿寶貝新生代金配方幼兒成長奶,600300003495,1120
20140703,0200020203,雪印強小子new3號成長奶粉/900g/,6003001747,590
20140715,0100040118,-Ibuprofen 400mg/伊普膜衣錠/1,6005001601,0
20140715,0100050012,-Prednisolone 5㎎/普利朗錠 /10,6005001601,0
20140717,0200180229,金力強初乳強健配方1700g,600500005086,680
20140704,0109150014,曼秀雷敦AD止癢消炎乳膏90g,2000000046,310
20140715,0202090094,A+極品深海鮭魚油EPA、DHA60`S/3,600500005258,1440
20140716,0200010124,雪印強小子new2號較大嬰兒奶粉/9,600510000039,630
20140704,0302090005,優護體衛生棉（日用）20片/包/30,2020003435,280
20140717,0201050069,Q寶寶1號初乳藻精蛋白粉400g /30,6005001220,18000
20140712,0200030170,桂格MUST幼兒多力新一代小朋友,1030009929,3945
20140708,0405010053,佳思美清體香(止汗制臭噴劑)45cc,0000013432,475
20140703,0400020012,美吾髮快速護髮染髮霜補充包4,6003002202,-125
20140703,0400020229,美吾髮快速護髮染髮霜自然褐6,6003002202,132
20140715,0107110033,-卡卡油切120mg單顆/500顆/瓶/25,1050002758,1000
20140715,0104060013,欣百寧20粒/24B,1050002758,3800
20140711,0202100214,清體酵素-體內環保元素(鳳梨)(包,1040001161,60
20140706,0100060038,-Amoxicillin500㎎/安莫西林膠囊,1030002256,0
20140708,0100060038,-Amoxicillin500㎎/安莫西林膠囊,1050005261,0
20140708,0104020065,治痛炎膜衣錠10'S/盒/1000B,1050000464,100
20140708,0104020073,節寧膠囊20Cap,2010002572,250
20140714,0304090011,100㏄良碘(30支入),600500004257,60
20140715,0304090011,100㏄良碘(30支入),1050003310,60
20140716,0101010047,金十字胃腸藥95g/6B,600500004257,94
20140703,0202100219,-清體酵素-體內環保元素包 15g(,6003002487,66
20140703,0202100215,清體酵素-體內環保元素(檸檬)(包,6003002487,33
20140715,0104010025,普拿疼加強錠10`S/40B,1030002811,136
20140715,0104010029,普拿疼一般錠10`S/40B,1050004149,116
20140708,0104020065,治痛炎膜衣錠10'S/盒/1000B,600500004257,120
20140714,0202010039,修神易6`S/排*50排(ㄧ盒300,600500004972,960
20140714,0202010039,修神易6`S/排*50排(ㄧ盒300,600500004972,0
20140714,0302050026,滿意寶寶瞬潔乾爽XXL30P/包/4B(,1050009871,385
20140706,0109040009,美姬乳膏15g/400B,600500005240,200
20140703,0302050024,金貝貝棉柔透氣紙尿褲XXL27+1/6B,1040015012,235
20140715,0100020369,-Trentine(Ginkgo) 40mg /循必利,0000013450,200
20140715,0305010067,福爾紅外線耳溫槍(IR-18/2年保)2,1020003995,1500
20140708,0305010064,培寶可彎式電子體溫計KD1501   /,1050002924,199
20140715,0304030139,低敏防水膜10*8cm/3片/盒,2010001822,100
20140715,0203000021,仙楂丸100包入/買10送1(不拆零)/,1050009103,10
20140713,0100010052,-Kascol(Gascon) 50mg/加斯克兒,6005000715,0
20140713,0104010064,普拿疼加強錠20`S/40B,1050012977,430
20140715,0100010052,-Kascol(Gascon) 50mg/加斯克兒,2010015234,0
20140703,0202100215,清體酵素-體內環保元素(檸檬)(包,1040004703,66
20140703,0202100219,-清體酵素-體內環保元素包 15g(,1040004703,33
20140705,0203000021,仙楂丸100包入/買10送1(不拆零)/,1000022043,10
20140707,0205010465,暐程維他命c15粒(葡萄)10b,1050003082,20
20140707,0203000021,仙楂丸100包入/買10送1(不拆零)/,1050003082,20
20140707,0304090014,天乾雙氧水60ML,1040001138,30
20140705,0104020066,痛克寧Ibuprofen 600mg/10,600500004257,120
20140706,0109010075,膚立淨乳膏10gm/25+5B,1050012830,200
20140707,0304010057,日昇滅菌不織布紗布塊4*4 3片/24,1040001138,140
20140707,0304090011,100㏄良碘(30支入),1040001138,60
20140707,0303040026,歐風驗孕筆1入/30B/5T,1050001743,150
20140708,0202100183,倍佳保纖魔(白腎豆260.仙人掌10/,1040013352,0
20140705,0104010029,普拿疼一般錠10`S/40B,600500004257,116
20140707,0200120101,桂格大燕麥片(雙效認證)700g/12,1040000826,95
20140714,0100010006,-Epilon 胃必朗錠/1000`S(永信),1050012977,0
20140715,0100010050,-Biotase/妙化 /1000`S,2010015234,0
20140713,0100010006,-Epilon 胃必朗錠/1000`S(永信),6005000715,0
20140715,0100010006,-Epilon 胃必朗錠/1000`S(永信),2010015234,0
20140710,0302030145,活潑寶寶紙尿褲L44+2P/5B(箱購 1,6003001812,219
20140704,0202100219,-清體酵素-體內環保元素包 15g(,2020003435,66
20140704,0203000021,仙楂丸100包入/買10送1(不拆零)/,1060005954,20
20140708,0205010463,暐程維他命c15粒(柳橙)10b,600500004645,19
20140711,0100060038,-Amoxicillin500㎎/安莫西林膠囊,2000001537,0
20140703,0302020118,滿意寶寶瞬潔乾爽M60/4B(箱購價1,3020001659,385
20140707,0109100070,治痛活血膏10入/包/2250B,600500004257,180
20140707,0200190195,博智復體康全方位均衡營養品56g*,600500004257,1050
20140707,0302130030,花點子100抽*8入190mm*180mm/9B/,1030007449,118
20140714,0200020203,雪印強小子new3號成長奶粉/900g/,1050002978,0
20140704,0100050001,-Remexin(Sugin)/利美信錠,6003000638,0
20140706,0109120019,綠油精10㎎,1040001308,105
20140703,0306050156,環保媽媽平面3層醫用口罩5入/包/,1050008020,100
20140715,0100040114,-Fucole Paran(Panadol) 500㎎/,1050001534,0
20140709,0109100070,治痛活血膏10入/包/2250B,1030002811,0
20140710,0306000350,高露潔牙刷/支/72B,6003001812,27
20140711,0306000350,高露潔牙刷/支/72B,600300003352,45
20140709,0202110039,美達適明晶膠囊60粒/盒/300B(限),1030002256,1800
20140711,0306000350,高露潔牙刷/支/72B,600300003244,99
20140714,0200020203,雪印強小子new3號成長奶粉/900g/,1050002978,1770
20140714,0302130030,花點子100抽*8入190mm*180mm/9B/,600500004257,177
20140716,0305160187,【DC】停-化成退熱貼(10小時)/6,1040001046,150
20140707,0306050178,匠心醫用級三層醫用口罩5入/包(,600500004257,60
20140714,0200190082,桂格完膳營養素液(糖尿病)/24B,1050002618,70
20140714,0100050012,-Prednisolone 5㎎/普利朗錠 /10,1050012977,0
20140707,0100050012,-Prednisolone 5㎎/普利朗錠 /10,1050008750,0
20140708,0306040105,樂固特強化牙膏75ml/12B,600500004916,200
20140707,0100040114,-Fucole Paran(Panadol) 500㎎/,1050008750,0
20140705,0306050158,平面4層醫用活性碳口罩5入/包/10,1050007660,450
20140705,0306050158,平面4層醫用活性碳口罩5入/包/10,600500005237,50
20140714,0200020254,身得壯高抗防護配方850g/12B,2000005938,719
20140710,0302130030,花點子100抽*8入190mm*180mm/9B/,1040019060,98
20140716,0100040114,-Fucole Paran(Panadol) 500㎎/,2000001537,0
20140716,0109100142,金?一條根精油貼布6片/包,1050002781,0
20140716,0109100142,金?一條根精油貼布6片/包,1050002781,300
20140704,0200020262,美滿寶貝新生代金配方幼兒成長奶,601800006469,560
20140706,0101000172,【P】悠活懸液劑12ml*6包/盒/72B,1050016366,100
20140716,0109100029,德山酸痛藥布6入/400B/5T,6005000361,1000
20140705,0103050130,第三代舒敏兒3g *20包*3入/300B(,1000018603,-4800
20140706,0100050012,-Prednisolone 5㎎/普利朗錠 /10,1050014405,0
20140715,0100150007,-三黃錠(科達)/500`S,600500004257,0
20140708,0306010115,日本JACKS超極細齒間刷10入(SSSS,1030000266,159
20140703,0200140154,桂格幼兒多力麥精/750g/12B,6003001747,420
20140712,0202120009,美達適電解質4包入/2000B,600500004257,120
20140714,0302060128,日本一番成人活力褲LL號14片/4B,600500004257,299
20140707,0304000083,潔皙優質棉花棒200支粗 / 包/24,1050012977,59
20140706,0100030124,-Nospan(Medicon)15mg/理冒樂咳,600500004257,0
20140704,0501000027,育兒補助卡(600),600300003043,0
20140716,0501000029,Happy GO點折抵(1元/3點),6012001884,-9
20140713,0305030067,SENSOREX採血針50支入,6005000710,200
20140705,0203070013,鴻仲榖維素複方60粒,1060000362,900
20140714,0307020001,必滅鼠,2010007427,100
20140705,0302040140,活潑寶寶紙尿褲XL38+2P/5B(箱購,6003002198,219
20140705,0302040140,活潑寶寶紙尿褲XL38+2P/5B(箱購,6003002198,238
20140705,0501000017,廠商折價卷(30元),6003002198,-30
20140712,0302040134,金貝貝棉柔透氣紙尿褲XL40+4/4B,600500005154,-223
20140706,0501000017,廠商折價卷(30元),600500005244,-30
20140712,0100150041,-Fluronin(prozac)20mg/伏憂寧/1,1060000708,0
20140702,0100150033,專業處方每日200元,600300003253,200
20140705,0100030002,-Eprazinone30㎎ 益咳靜錠/1000`,1050000450,0
20140705,0100030019,-Ambroxol(Mucosolvan)30㎎/安布,1050000450,0
20140704,0100030041,-Actizyme(Lysozyme) 30mg/斷炎,600500005210,0
20140705,0100030041,-Actizyme(Lysozyme) 30mg/斷炎,1050000450,0
20140706,0100030041,-Actizyme(Lysozyme) 30mg/斷炎,1040001205,0
20140713,0100030041,-Actizyme(Lysozyme) 30mg/斷炎,1050001882,0
20140706,0100030041,-Actizyme(Lysozyme) 30mg/斷炎,1030002256,0
20140706,0100150031,專業處方每日100元,2000001537,300
20140705,0100030124,-Nospan(Medicon)15mg/理冒樂咳,1050000450,0
20140705,0100030127,-Somin(Sumin)2mg/舒敏/1000S,1050000450,0
20140712,0501000017,廠商折價卷(30元),600500005154,-30
20140714,0100030127,-Somin(Sumin)2mg/舒敏/1000S,1050012977,0
20140714,0302060097,包大人替換式紙尿片(28)*6,600900005957,115
20140703,0501000017,廠商折價卷(30元),3020001659,-30
20140714,0100150031,專業處方每日100元,600500004257,200
20140714,0100150031,專業處方每日100元,600500005257,500
20140714,0100150031,專業處方每日100元,600500004339,300
20140714,0302060072,包大人全功能L號16片/6B(彩包可,600100002892,398
20140706,0305030067,SENSOREX採血針50支入,1050013623,200
20140712,0305030067,SENSOREX採血針50支入,600500004257,95
20140707,0100150031,專業處方每日100元,1050008750,500
20140708,0302040130,滿意寶寶瞬潔乾爽XL42/4B(箱購 1,1040001292,770
20140711,0501000004,育兒補助卡折扣(40),0000010031,-40
20140716,0201040037,Q寶寶5號優活鈣粉9合1. 400g /30,600500004172,1800
20140713,0302060056,安親成人紙尿褲(漢方)M-L號16P+2,1030010215,585
20140708,0302040134,金貝貝棉柔透氣紙尿褲XL40+4/4B,6013004064,446
20140703,0302060071,包大人全功能M號/20片/6B(彩包,601800004013,199
20140706,0302060097,包大人替換式紙尿片(28)*6,6018000014,345
20140706,0100150031,專業處方每日100元,0000005925,300
20140706,0100150031,專業處方每日100元,1050014405,600
20140706,0100150031,專業處方每日100元,2000001537,200
20140712,0100150031,專業處方每日100元,2000001537,300
20140704,0100150024,專業-事後加值50元/包,6003000638,550
20140708,0202040138,美達適元氣綜合維生素B群 10`S/1,600500005245,200
20140711,0205070010,羊乳片120'S /400B(1箱40)/40T,0000009007,95
20140710,0201040037,Q寶寶5號優活鈣粉9合1. 400g /30,1050006146,1800
20140711,0205070010,羊乳片120'S /400B(1箱40)/40T,0000009007,20
20140716,0302060072,包大人全功能L號16片/6B(彩包可,1050001049,209
20140705,0100150032,專業處方每日150元,1040012618,150
20140705,0304020024,網狀繃帶1號,1050007142,15
20140714,0300100033,鈺林兩用型嬰兒吸鼻器,600500004257,200
20140705,0302040148,滿意寶寶兒童晚安褲男22P/3B,1000022043,376
20140714,0202120009,美達適電解質4包入/2000B,600500004975,150
20140713,0501000014,美的適育兒補助金(100),600500004257,-100
20140708,0100150041,-Fluronin(prozac)20mg/伏憂寧/1,1040013352,0
20140714,0100150031,專業處方每日100元,1050012977,300
20140707,0200140116,-桂格幼兒多力麥精/850g,1050003082,420
20140708,0100150031,專業處方每日100元,1040013352,1000
20140711,0110050021,鄭杏泰金牌救肺散80g(不能破價),1050011622,900
20140712,0501000006,美的適育兒補助金(300),600500004257,-340
20140707,0304000104,CSD滅菌6吋口腔棉棒(10支/包)/50,1040001138,90
20140715,0100150031,專業處方每日100元,1050001534,300
20140715,0100030128,-Axol(Mucosolvan)30㎎/暢痰錠10,1050001534,0
20140711,0501000047,美的適_金公銀婆強健卡,600300003352,0
20140704,0202000025,美達適天然維生素E10`s/1000B(限,6003000638,0
20140711,0202040138,美達適元氣綜合維生素B群 10`S/1,600300003352,0
20140716,0100150031,專業處方每日100元,2000001537,500
20140716,0100080020,-Yungken 200㎎/永淨/500`S/瓶,2000001537,0
20140704,0302040140,活潑寶寶紙尿褲XL38+2P/5B(箱購,6003000556,714
20140703,0202000025,美達適天然維生素E10`s/1000B(限,600300003625,0
20140717,0201040037,Q寶寶5號優活鈣粉9合1. 400g /30,6005001220,0
20140705,0202040136,美達適康補力補精15ML*10入/300B,1000018603,5400
20140706,0200020241,桂格MUST幼兒多力新一代成長奶 /,1030001086,849
20140704,0200190009,安素液涵纖237ml/24B(箱購1392,1040002873,116
20140708,0200190164,亞培安素香草237ml/24B(整購1320,2020002336,2600
20140711,0100040119,-Potarlon(Ponstan)500㎎/保痛樂,2000001537,0
20140705,0306050156,環保媽媽平面3層醫用口罩5入/包/,1030010624,150
20140712,0100040115,-Indomen(Inteban) 25㎎/克炎膠,2000001537,0
20140706,0100040115,-Indomen(Inteban) 25㎎/克炎膠,1050014405,0
20140714,0200190211,立得康鉻100單罐250ml/24B(限)(,1050002618,1104
20140707,0404050014,台大病毒崩100ml噴劑100ppm(藍 ),600500004505,598
20140704,0305140061,美達適四合一電子耳溫槍,2000010027,999
20140713,0103020068,成大感冒膠囊/360B,600500004257,200
20140713,0103020068,成大感冒膠囊/360B,600500004257,120
20140707,0304180043,舒得適洗鼻鹽,1050003082,420
20140714,0302000038,幫寶適特級綿柔NB號36片/8B,1050010360,370
20140707,0109110041,脫酸寧A擦劑82ml/瓶/10B貨,1050008750,250
20140706,0202020044,美達適天然蔓越苺C咀嚼錠100`S/5,1050012635,450
20140714,0300240092,299元特價玩具(聲光迴力合金車),6005000126,299
20140707,0202090108,讚納豆專利新配方(液態軟膠囊狀/,6005001605,0
20140707,0202090108,讚納豆專利新配方(液態軟膠囊狀/,6005001605,20000
20140714,0109140010,汝樂淨陰道錠6'S/460B/5T,1050012977,600
20140713,0105050024,悅己(Yasmin)21`s/120B,1040003411,400
20140707,0304150004,南光生理食鹽水(共同栓)500,1040001138,100
20140714,0300000617,Nac寬口徑矽膠奶嘴(十字孔/3-6M),1050010360,135
20140707,0307000065,CSD-PVC手套(有粉)M號100支入,1040001138,130
20140714,0109030018,【P】成大克洛索乳膏15gm/20B,1050000952,200
20140714,0100050012,-Prednisolone 5㎎/普利朗錠 /10,600500004257,0
20140714,0100040287,-Antimigraine(Cafergot)/治偏頭,0000005996,80
20140714,0303080007,縮更妙陰道專用凝膠82g,1050003671,900
20140714,0200180272,百強新健康人蔘羊養氣配方900g/1,1050013565,1920
20140709,0100050012,-Prednisolone 5㎎/普利朗錠 /10,600500005243,0
20140716,0101000172,【P】悠活懸液劑12ml*6包/盒/72B,1050001706,120
20140716,0200020203,雪印強小子new3號成長奶粉/900g/,6009003593,590
20140714,0100040114,-Fucole Paran(Panadol) 500㎎/,1050012977,0
20140714,0303080006,【P】愛的水溶性潤滑劑82g/6B,1050003671,450
20140714,0200180279,力強新健固素900g/12B,1050013565,-1920
20140715,0103050004,司特寧膜衣錠10粒/150+60B,6013003008,300
20140707,0202110017,普萊爾晶明元素60`S/50B,0000015231,0
20140707,0202110017,普萊爾晶明元素60`S/50B,0000015231,1500
20140715,0101050012,若元錠960'S/瓶/6B,1050004149,939
20140703,0205030663,稻鴨米餅/50+5B,6003002496,158
20140714,0109120076,伊你麗脹氣膏(黃)30g日本原裝,600500004257,400
20140708,0206030000,保力達B 600㏄/12B,600500004257,120
20140709,0100040114,-Fucole Paran(Panadol) 500㎎/,600500005243,0
20140718,0100040118,-Ibuprofen 400mg/伊普膜衣錠/1,2000006934,0
20140707,0109100137,金牌一條根清涼舒適貼7片/包/50B,1030002811,150
20140703,0308090155,環保碳酸鈣清潔袋(小),4000016022,45
20140703,0308090157,環保碳酸鈣清潔袋(大),4000016022,135
20140711,0100150018,-Vili(Caffeline100+B1-5)/維力,600500004689,0
20140704,0202000025,美達適天然維生素E10`s/1000B(限,6003002484,0
20140703,0308090156,環保碳酸鈣清潔袋(中),4000016022,90
20140705,0103020108,【P】近江恩捷兒童感冒熱飲顆粒8,1050012977,150
20140714,0100030002,-Eprazinone30㎎ 益咳靜錠/1000`,600500004257,0
20140707,0100150011,-Diclofenac(Voren)50mg/達洛汎/,1050008750,0
20140708,0100150018,-Vili(Caffeline100+B1-5)/維力,1040013352,0
20140714,0100030041,-Actizyme(Lysozyme) 30mg/斷炎,600500004257,0
20140715,0304040101,日華急救繃1.8*6.5cm 22入/60B★,6020001545,60
20140714,0200030173,身得壯4強化兒童奶粉850g/12B,1050013511,580
20140714,0105050024,悅己(Yasmin)21`s/120B,1050001083,0
20140714,0105050024,悅己(Yasmin)21`s/120B,1050001083,2500
20140709,0109110087,草本植物精油活性凝膠30ml,6005000089,350
20140715,0109150013,人人利皮多Lidocain 25mg+Priloc,600500004257,500
20140714,0109080017,適口樂口內膏6g(明德)/100+,1030001649,180
20140715,0109030016,滿汝意乳膏20g/60B,600500005259,200
20140714,0300000139,培寶多功能雙扁型較大安撫奶嘴/2,1040001358,78
20140714,0406060013,培寶涼性爽身粉300g,600500004257,99
20140713,0110160003,爽保樂安胃腸藥1.2g*18/盒/24+6,6005000710,200
20140716,0109070008,美德疤痕凝膠20g/24+3,600500005261,700
20140711,0201050069,Q寶寶1號初乳藻精蛋白粉400g /30,601300010655,-1710
20140711,0200030155,-亞培兒童恩美力HQP優質.7kg/6B,0000010031,841
20140710,0304100004,CSD中衛酒精棉片100片/盒,6005000895,50
20140705,0100060038,-Amoxicillin500㎎/安莫西林膠囊,6005001144,0
20140713,0100020369,-Trentine(Ginkgo) 40mg /循必利,600500004851,450
20140703,0202100214,清體酵素-體內環保元素(鳳梨)(包,600300003626,50
20140712,0200100108,美強生優生A+LF無乳糖配方奶粉40,1050008953,339
20140713,0304010040,CSD滅菌紗布塊4*4(10片/包)/50B,1060000053,54
20140714,0304090020,近江兄弟白藥水70ml/3B,1050002618,70
20140708,0100010179,-Welizen(Gaster)/胃利贊1000`S,1040013352,0
20140713,0304030213,FANTASY白色1吋透氣膠帶單入/12,1060000053,15
20140715,0302000038,幫寶適特級綿柔NB號36片/8B,6001001654,185
20140716,0302010053,幫寶適特級綿柔S號62片/4B,1040015928,818
20140709,0304140002,復速得消炎粉10g/60+15,2010007340,200
20140709,0200000131,能恩1號嬰兒配方奶粉800g/6B/箱,1050005736,699
20140714,0100040259,-Tonipin(Solaxin)250mg/痛彌平,600500004257,0
20140708,0306050102,3M8550舒適口罩大(深藍)/中30袋/,1050011505,95
20140714,0103020074,研醫康膠囊10`s/144B/10T,6005000816,100
20140714,0308020036,妙管家彩色衣物漂白水2000gm(玫,2010007427,79
20140712,0205030663,稻鴨米餅/50+5B,600500004257,110
20140706,0302020124,幫寶適特級綿柔M56片/4B,1050010954,430
20140708,0103020074,研醫康膠囊10`s/144B/10T,600500004257,240
20140713,0200000137,【DC】停-新身得壯TOP A+嬰兒奶,602000002434,699
20140714,0200000143,-新明治優質嬰兒奶粉1號900g/8B,1050000588,630
20140708,0106060001,利敏黴素10粒/排/100B/10T,2010002572,400
20140715,0501000017,廠商折價卷(30元),6020001545,-30
20140715,0302040140,活潑寶寶紙尿褲XL38+2P/5B(箱購,6020001545,238
20140714,0304020044,旅行家彈性繃綜合20入,0000005996,70
20140716,0404010197,施巴潔膚露1000ml(限),2000019862,699
20140714,0100030128,-Axol(Mucosolvan)30㎎/暢痰錠10,600500004257,0
20140714,0100150031,專業處方每日100元,1050012977,100
20140714,0100030120,-Anti Cold 感冒膠囊/500T/1000`,1050012977,0
20140713,0110050001,寧咳散20㎎/42+6,6001000050,100
20140714,0305030067,SENSOREX採血針50支入,600500004257,95
20140709,0100150031,專業處方每日100元,600500005243,500
20140709,0100150031,專業處方每日100元,600500004257,180
20140709,0202120009,美達適電解質4包入/2000B,600500004257,120
20140708,0303100029,杜蕾斯保險套活力裝-12入,600500004257,259
20140715,0303100026,杜蕾斯薄型保險套12入（藥局專,600500004257,598
20140714,0302040140,活潑寶寶紙尿褲XL38+2P/5B(箱購,1040001292,249
20140714,0304020028,3M彈力繃-20片/3B,600500004257,59
20140711,0100150011,-Diclofenac(Voren)50mg/達洛汎/,1050012977,0
20140703,0109010029,普威隆碘10%軟膏25㎎,1040001942,100
20140715,0302050011,活潑寶寶紙尿褲XXL號29P/4B(箱,6020001545,258
20140715,0109090027,正光勁虎噴劑外用液110ml/72+12,1050015065,200
20140707,0304030022,3M嬰幼兒專用膠帶(一卷入)/3B,1040001138,138
20140714,0304030051,3M透明繃(20片)無菌包/3B,1050002618,118
20140708,0100010141,-Micosu(Dulcolax) 5mg/祕可舒/1,1040013352,0
20140708,0202100237,EGCG膠囊-500`S/6500B,1040013352,0
20140714,0108000102,【P】EYE BETASO比達爽眼用軟膏3,1050003671,100
20140715,0400000082,力奇洗髮精2%/200ML(Ketoconazol,1010004525,340
20140708,0100020121,-Rasitol(Lasix)40㎎/來喜妥錠 /,1040013352,0
20140707,0104010019,明通治痛單液120ml/120支,1040000826,16
